track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_album_release_year,track_album_release_month
Kirnua,Jones Meadow,52,Kirnua,Tropical Vibes,latin,tropical,0.804,0.872,6,-7.606,1,0.056,0.0335,0.847,0.117,0.496,118.999,227899,2019,4
8 Money,Giants' Nest,54,We're the Tide,Tropical Vibes,latin,tropical,0.721,0.771,1,-6.001,1,0.0381,0.177,0.332,0.12,0.189,114.993,192226,2019,5
Summer Love,Sole Sole,45,Summer Love,Tropical Vibes,latin,tropical,0.674,0.592,0,-6.393,1,0.0483,0.102,0.24,0.2,0.603,115.986,177931,2019,11
Last Forever,Dye O,48,Not from Here,Tropical Vibes,latin,tropical,0.66,0.734,0,-7.069,1,0.0334,0.172,0.888,0.0856,0.104,114.993,254706,2019,12
Non Stop Never Stop,Harvio,43,Gambling Bonnie,Tropical Vibes,latin,tropical,0.689,0.637,7,-7.183,1,0.0411,0.153,0.898,0.0542,0.224,113.99,186618,2019,9
Someone You Loved - Madism Radio Mix,Lewis Capaldi,67,Someone You Loved (Madism Radio Mix),Tropical Vibes,latin,tropical,0.713,0.638,1,-4.666,1,0.0424,0.519,0.0,0.184,0.365,119.842,157172,2019,2
Beautiful,MOTi,54,Beautiful,Tropical Vibes,latin,tropical,0.722,0.777,7,-5.438,1,0.0386,0.0318,0.0,0.0756,0.397,117.015,150000,2019,3
Discovery - Sunrise Mix,Syn Cole,51,Discovery (Sunrise Mix),Tropical Vibes,latin,tropical,0.688,0.782,0,-4.142,0,0.029,0.091,1.03e-05,0.115,0.432,119.939,180000,2019,6
Young & Reckless,Jason Thurell,48,Young & Reckless,Tropical Vibes,latin,tropical,0.805,0.694,1,-6.78,1,0.0581,0.166,0.000116,0.109,0.611,120.022,190000,2019,1
I'm Going Like,Hallman,55,I'm Going Like,Tropical Vibes,latin,tropical,0.659,0.803,4,-6.945,1,0.0368,0.0207,0.803,0.16,0.336,125.986,185681,2019,1
Sweat On Me,Tape Machines,46,Sweat On Me,Tropical Vibes,latin,tropical,0.633,0.8,9,-4.958,1,0.0746,0.0203,0.0,0.0847,0.388,107.05,194495,2019,1
Breakfast In America,Madism,50,Breakfast In America,Tropical Vibes,latin,tropical,0.77,0.758,0,-5.989,0,0.0465,0.0385,0.0371,0.199,0.508,120.015,205861,2019,8
Gold,Sam Feldt,52,Gold,Tropical Vibes,latin,tropical,0.721,0.703,6,-6.093,0,0.0392,0.539,0.00016,0.142,0.539,114.019,181899,2019,1
Beautiful People (feat. Khalid) - NOTD Remix,Ed Sheeran,66,Beautiful People (feat. Khalid) [NOTD Remix],Tropical Vibes,latin,tropical,0.702,0.794,3,-5.913,1,0.0562,0.00715,4.56e-05,0.11,0.37,103.972,162081,2019,7
Sun Is Shining,Tomas Skyldeberg,40,Sun Is Shining,Tropical Vibes,latin,tropical,0.717,0.773,1,-6.262,1,0.0548,0.528,0.651,0.124,0.313,100.015,194025,2019,5
Walk Away,STVCKS,47,Walk Away,Tropical Vibes,latin,tropical,0.585,0.847,8,-5.94,0,0.127,0.131,0.000184,0.0997,0.261,117.192,164053,2019,7
Falling Like The Stars - Madism Remix,James Arthur,59,Falling Like The Stars (Madism Remix),Tropical Vibes,latin,tropical,0.567,0.444,6,-9.47,1,0.0396,0.643,0.0,0.176,0.295,119.849,181827,2019,5
On The Streets of Dún Laoghaire - Boonz Remix,Broken Legacy,27,On The Streets of Dún Laoghaire (Boonz Remix),Tropical Vibes,latin,tropical,0.621,0.451,0,-12.487,0,0.0271,0.043,0.915,0.0873,0.392,100.65,194534,2019,5
Good Life,José Lucas,45,Good Life,Tropical Vibes,latin,tropical,0.833,0.666,6,-5.546,0,0.043,0.0533,3.83e-05,0.121,0.568,114.962,190347,2019,7
Sun Comes Out,Hallman,49,King of The Sun,Tropical Vibes,latin,tropical,0.598,0.931,7,-6.189,1,0.0393,0.00781,0.32,0.127,0.394,121.971,175695,2019,5
Praying To A God - Melio Remix,Mr. Probz,43,Praying To A God (Remixes),Tropical Vibes,latin,tropical,0.66,0.419,3,-9.859,1,0.0457,0.197,0.0,0.117,0.208,110.021,213542,2019,3
Somebody Like Me (feat. ORKID),State of Sound,47,Somebody Like Me (feat. ORKID),Tropical Vibes,latin,tropical,0.692,0.724,7,-6.669,0,0.0294,0.0277,0.000861,0.0852,0.534,125.974,196516,2019,3
Kinder Eyes (feat. Ryann),Ryan Riback,48,Kinder Eyes (feat. Ryann),Tropical Vibes,latin,tropical,0.774,0.582,10,-6.904,1,0.261,0.0904,0.0,0.107,0.421,99.973,181899,2019,1
Lucky Ones,James Carter,55,Lucky Ones,Tropical Vibes,latin,tropical,0.694,0.665,3,-7.307,0,0.0741,0.12,0.00013,0.1,0.0702,110.026,181760,2019,5
Get Out,Sundell,46,Get Out,Tropical Vibes,latin,tropical,0.734,0.692,6,-8.375,0,0.0672,0.0797,3.52e-06,0.103,0.344,128.05,150005,2019,8
Blinding Lights,Lucas Estrada,65,Blinding Lights,Tropical Vibes,latin,tropical,0.614,0.802,10,-5.403,1,0.0327,0.167,0.000411,0.0833,0.479,98.008,130900,2019,8
Dancing In The Dark (feat. Christof Jeppsson),Strobe!,47,Dancing In The Dark (feat. Christof Jeppsson),Tropical Vibes,latin,tropical,0.699,0.724,7,-3.117,1,0.0268,0.00696,7.2e-05,0.208,0.214,120.978,170594,2019,10
Don't Need Diamonds,CASP:R,40,Don't Need Diamonds,Tropical Vibes,latin,tropical,0.746,0.717,0,-7.543,1,0.0438,0.00834,0.0,0.116,0.175,116.038,164885,2019,2
Moving On,Where The Man,33,Moving On,Tropical Vibes,latin,tropical,0.669,0.586,9,-5.394,1,0.122,0.561,0.0,0.235,0.347,100.043,206494,2019,8
La Boca,Mau y Ricky,80,Para Aventuras y Curiosidades,Punto Tropical,latin,tropical,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,0.76,185.901,206279,2019,5
Cristina (feat. Shelow Shaq),Maffio,77,Cristina (feat. Shelow Shaq),Punto Tropical,latin,tropical,0.861,0.599,1,-4.205,1,0.246,0.183,0.0,0.0921,0.869,102.119,186893,2019,3
Te Olvidaré,MYA,67,Te Olvidaré,Punto Tropical,latin,tropical,0.669,0.871,7,-3.681,1,0.0671,0.0748,0.0,0.347,0.882,75.014,185415,2019,6
Pega Pega,"Tito ""El Bambino""",65,Pega Pega,Punto Tropical,latin,tropical,0.8,0.845,11,-4.189,0,0.0574,0.124,1.13e-06,0.387,0.843,96.998,219600,2019,5
Con Mi Amiga,Daniela Darcourt,59,Esa Soy Yo,Punto Tropical,latin,tropical,0.672,0.723,5,-4.443,1,0.0346,0.293,0.0,0.353,0.839,90.999,229945,2019,5
Mi Canción Perdida,Daniel Santacruz,46,Mi Canción Perdida,Punto Tropical,latin,tropical,0.743,0.742,10,-7.516,1,0.0305,0.477,3.13e-05,0.118,0.807,128.019,234500,2019,5
Me Hubieras Dicho,Yiyo Sarante,55,Me Hubieras Dicho,Punto Tropical,latin,tropical,0.746,0.588,5,-10.579,1,0.044,0.689,0.0,0.105,0.787,114.006,217731,2019,8
Píntame,Gabriel,47,"Morisoñando, Vol. 1",Punto Tropical,latin,tropical,0.799,0.827,8,-5.456,1,0.0731,0.0904,0.00137,0.084,0.613,119.01,219831,2019,5
Lámpara Pa' Mis Pies,Juan Luis Guerra 4.40,52,Literal,Punto Tropical,latin,tropical,0.72,0.878,5,-3.591,1,0.0703,0.665,0.0,0.093,0.966,134.97,180267,2019,5
"Si Te Atreves - Canción Original De La Película ""Los Japón""",Juan Magán,50,"Si Te Atreves (Canción Original De La Película ""Los Japón"")",Punto Tropical,latin,tropical,0.676,0.652,8,-4.364,1,0.11,0.285,0.0,0.107,0.867,179.761,164664,2019,5
Borinquen Bella (feat. Zion & Lennox),Farruko,63,Gangalee,Punto Tropical,latin,tropical,0.794,0.731,9,-3.831,0,0.0717,0.16,0.0,0.0871,0.449,91.023,224653,2019,4
Te Quedaste Solo,Fanny Lu,45,Te Quedaste Solo,Punto Tropical,latin,tropical,0.876,0.738,2,-4.835,1,0.0941,0.2,0.0,0.12,0.741,96.006,195867,2019,5
Bien Chevere,Ilegales,34,Tropicalia,Punto Tropical,latin,tropical,0.758,0.957,9,-3.517,0,0.0879,0.0428,0.000503,0.0578,0.871,125.009,216810,2019,5
Hookah & Sheridan's (Bachata Version),DJ Khalid,54,Hookah & Sheridan's (Bachata Version),Punto Tropical,latin,tropical,0.813,0.638,8,-7.158,0,0.0322,0.259,0.0,0.295,0.598,110.039,207273,2019,2
Contra La Pared,Sean Paul,79,Contra La Pared,Punto Tropical,latin,tropical,0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,224681,2019,3
Celebration (feat. Ky-Mani Marley),Maffio,61,Celebration (feat. Ky-Mani Marley),Punto Tropical,latin,tropical,0.724,0.81,4,-5.5,1,0.0381,0.108,0.000599,0.153,0.838,94.003,231933,2019,10
Contento,Shelow Shaq,1,Contento,Punto Tropical,latin,tropical,0.54,0.85,5,-2.46,0,0.0496,0.0145,0.000713,0.0925,0.333,100.103,218406,2019,6
Tu Amor Es Como Un Río,Kany Garcia,50,Contra el Viento,Punto Tropical,latin,tropical,0.861,0.654,7,-7.871,1,0.0377,0.716,2.37e-06,0.111,0.759,127.95,227840,2019,5
Don Juan & Cupido,Henry Santos,49,Don Juan & Cupido,Punto Tropical,latin,tropical,0.792,0.715,1,-6.833,1,0.0367,0.72,6.21e-05,0.12,0.872,125.082,230896,2019,5
Palm Beach,Vicente Garcia,48,Candela,Punto Tropical,latin,tropical,0.848,0.541,4,-9.305,1,0.0668,0.493,0.0,0.111,0.768,109.909,184907,2019,5
La China Medina,Rubén Blades,27,La China Medina,Punto Tropical,latin,tropical,0.789,0.908,7,-7.213,1,0.0347,0.0354,2.41e-05,0.149,0.952,112.004,241355,2019,5
Sunday,Jahzel Dotel,28,Sunday,Punto Tropical,latin,tropical,0.78,0.672,5,-8.263,1,0.044,0.796,0.000388,0.094,0.838,113.077,141622,2019,5
Lluvia,Chongo de Colombia,28,Lluvia,Punto Tropical,latin,tropical,0.604,0.536,9,-6.471,0,0.0293,0.535,0.00012,0.0763,0.461,133.98,321061,2019,5
Pa Los Files,"Osmani Garcia ""La Voz""",27,Pa Los Files,Punto Tropical,latin,tropical,0.733,0.714,1,-10.638,1,0.219,0.127,0.0,0.0899,0.844,164.011,205056,2019,5
Escolheu a Pessoa Errada (Acústico no Palhinha),Johnny Hooker,40,Escolheu a Pessoa Errada (Acústico no Palhinha),Orgulho Tropical,latin,tropical,0.493,0.388,7,-7.489,1,0.0407,0.917,0.0,0.106,0.243,71.465,232518,2019,12
AmarElo (Sample: Sujeito de Sorte - Belchior),Emicida,61,AmarElo (Sample: Sujeito de Sorte - Belchior),Orgulho Tropical,latin,tropical,0.558,0.762,8,-6.355,1,0.372,0.0344,2.19e-05,0.0277,0.535,172.062,321493,2019,6
Andar em Paz,Urias,44,Andar em Paz,Orgulho Tropical,latin,tropical,0.524,0.276,3,-19.221,0,0.0782,0.64,0.0,0.202,0.499,157.384,215813,2019,12
Oração,Linn da Quebrada,48,Oração,Orgulho Tropical,latin,tropical,0.61,0.273,0,-8.607,1,0.0323,0.811,9.72e-06,0.0841,0.141,127.004,239669,2019,11
Geminiana,DAY,63,Geminiana,Orgulho Tropical,latin,tropical,0.713,0.35,8,-9.957,1,0.0821,0.351,0.0,0.228,0.503,130.128,164820,2019,11
Beijo Grego,2DE1,33,Ferida Viva,Orgulho Tropical,latin,tropical,0.479,0.558,7,-10.517,1,0.0869,0.844,0.18,0.0958,0.567,126.065,222907,2019,10
Oasis - Ao Vivo no Estúdio MangoLab,Potyguara Bardo,52,Oasis (Ao Vivo no Estúdio MangoLab),Orgulho Tropical,latin,tropical,0.66,0.491,9,-8.368,1,0.0697,0.828,0.0,0.151,0.322,124.027,263640,2019,8
20ver,Majur,46,20ver,Orgulho Tropical,latin,tropical,0.809,0.696,2,-4.905,0,0.0745,0.208,0.0,0.296,0.864,98.035,198101,2019,8
Calmô,Liniker e os Caramelows,55,Goela Abaixo,Orgulho Tropical,latin,tropical,0.676,0.25,6,-14.019,1,0.0335,0.333,0.0154,0.0634,0.44,135.246,254559,2019,3
Um Pôr do Sol Na Praia,Silva,64,Um Pôr do Sol Na Praia,Orgulho Tropical,latin,tropical,0.822,0.466,2,-8.432,1,0.0407,0.284,0.00506,0.152,0.595,141.975,188416,2019,7
De Dentro do AP,Bia Ferreira,37,"Igreja Lesbiteriana, Um Chamado",Orgulho Tropical,latin,tropical,0.882,0.558,11,-9.668,0,0.209,0.0643,0.0,0.0571,0.664,87.452,286625,2019,9
Presente - A COLORS SHOW,Liniker,48,Presente - A COLORS SHOW,Orgulho Tropical,latin,tropical,0.719,0.438,11,-12.607,0,0.0869,0.504,0.0115,0.119,0.338,92.952,295000,2019,12
Encaracolado,Tchelo Gomez,29,Encaracolado,Orgulho Tropical,latin,tropical,0.871,0.43,5,-10.359,1,0.0484,0.561,1.38e-05,0.0564,0.663,119.969,254000,2019,1
Cacto,MARTTE,34,Vem Bem Vindo,Orgulho Tropical,latin,tropical,0.6,0.783,0,-6.584,0,0.311,0.361,0.0,0.257,0.38,199.881,176144,2019,11
Só,Caio,34,Só,Orgulho Tropical,latin,tropical,0.731,0.481,7,-9.95,1,0.101,0.286,0.0397,0.091,0.488,149.943,203267,2019,12
Maria João,Paula Caju,26,Maria João,Orgulho Tropical,latin,tropical,0.653,0.641,11,-7.587,0,0.0472,0.197,0.000245,0.177,0.696,108.973,213000,2019,11
Sem V.O.C.E,Jaloo,43,ft (pt. 1),Orgulho Tropical,latin,tropical,0.769,0.61,3,-6.959,1,0.0346,0.193,6.3e-06,0.0882,0.371,93.011,246032,2019,9
Banquete,Davi,41,Ritual,Orgulho Tropical,latin,tropical,0.814,0.685,11,-3.811,0,0.0753,0.423,0.0015,0.218,0.413,133.971,157964,2019,9
Sinastria,Paulo Ho,33,Sinastria,Orgulho Tropical,latin,tropical,0.752,0.655,7,-7.215,1,0.0514,0.196,0.0,0.127,0.799,110.04,194180,2019,11
Volta,As Bahias e a Cozinha Mineira,43,Tarântula,Orgulho Tropical,latin,tropical,0.461,0.472,1,-8.073,0,0.0322,0.426,0.0259,0.121,0.188,115.052,237263,2019,5
Ficar Sem Você,Davi,34,Ficar Sem Você,Orgulho Tropical,latin,tropical,0.788,0.407,7,-7.627,0,0.26,0.209,3.18e-06,0.288,0.506,149.988,192069,2019,8
Colo,Renan Cavolik,34,Colo,Orgulho Tropical,latin,tropical,0.576,0.669,9,-6.053,0,0.0423,0.185,0.0,0.106,0.568,149.88,197077,2019,5
Incendiário,Rodrigo Ruchell,35,Incendiário,Orgulho Tropical,latin,tropical,0.694,0.579,6,-8.648,0,0.0721,0.586,0.0,0.214,0.788,74.958,108669,2019,8
Longe - Acústico,Lizandra,23,Longe (Acústico),Orgulho Tropical,latin,tropical,0.434,0.22,0,-9.359,1,0.0356,0.911,0.0,0.117,0.307,96.114,139429,2019,11
Louquinho,Jão,63,Louquinho,Orgulho Tropical,latin,tropical,0.718,0.562,6,-6.406,1,0.0616,0.274,0.0,0.272,0.576,172.038,176556,2019,7
Caranguejo,Riko Viana,25,Caranguejo,Orgulho Tropical,latin,tropical,0.808,0.645,8,-8.2,1,0.0512,0.0684,0.53,0.377,0.89,140.023,144019,2019,11
Quem Você Pensa Que É?,Juccas,5,Juccas,Orgulho Tropical,latin,tropical,0.788,0.764,7,-4.204,0,0.0534,0.0744,1.72e-06,0.175,0.802,134.016,210750,2019,3
Outro (Que É Você),Bemti,33,Outro (Que É Você),Orgulho Tropical,latin,tropical,0.458,0.374,4,-10.066,1,0.0281,0.894,0.000471,0.281,0.248,80.934,220223,2019,11
Moça Do Vestido Molhado,Monica Casagrande,23,Moça Do Vestido Molhado,Orgulho Tropical,latin,tropical,0.551,0.58,0,-10.603,0,0.0609,0.688,0.000163,0.346,0.379,97.926,264440,2019,10
Des Construção,Renato Enoch,31,Des Construção,Orgulho Tropical,latin,tropical,0.674,0.569,7,-7.107,0,0.12,0.746,9.1e-06,0.0836,0.321,119.202,235117,2019,7
Pense em Mim,Johnny Hooker,44,Pense em Mim,Orgulho Tropical,latin,tropical,0.419,0.454,5,-7.679,1,0.0536,0.227,0.0,0.158,0.396,178.586,186322,2019,6
Mundo Líquido,Maria Gadú,40,Mundo Líquido,Orgulho Tropical,latin,tropical,0.558,0.258,7,-13.022,0,0.0554,0.855,3.69e-06,0.102,0.256,125.942,212284,2019,4
Perdoa,ANAVITÓRIA,63,Perdoa,Orgulho Tropical,latin,tropical,0.676,0.41,7,-10.014,0,0.0734,0.722,0.0,0.144,0.62,149.948,222041,2019,3
Ritual,Davi,34,Ritual,Orgulho Tropical,latin,tropical,0.767,0.599,3,-4.774,0,0.0415,0.106,0.0,0.308,0.746,111.018,186932,2019,8
Triângulos,FLORA,29,Triângulos,Orgulho Tropical,latin,tropical,0.47,0.379,5,-10.6,0,0.045,0.901,0.00105,0.108,0.573,112.883,237972,2019,10
Ovelha Negra,Renato Enoch,31,Recortes {B},Orgulho Tropical,latin,tropical,0.636,0.303,9,-10.132,1,0.0338,0.773,0.0,0.116,0.134,131.894,197975,2019,8
Louco e Divertido,Leo Fressato,31,Louco e Divertido,Orgulho Tropical,latin,tropical,0.672,0.504,11,-10.725,0,0.0376,0.539,0.0445,0.111,0.613,89.977,272320,2019,7
Nada,vicrossor,25,Inverno,Orgulho Tropical,latin,tropical,0.751,0.253,0,-13.727,1,0.144,0.832,2.67e-06,0.0968,0.431,138.019,180521,2019,7
Cara Nova (Microfonado Pocket Version),Juccas,36,Microfonado Pocket,Orgulho Tropical,latin,tropical,0.677,0.473,9,-7.008,0,0.205,0.076,0.0,0.0825,0.546,78.946,188729,2019,11
Das Estrelas,As Bahias e a Cozinha Mineira,37,Das Estrelas,Orgulho Tropical,latin,tropical,0.394,0.456,4,-7.301,1,0.0414,0.358,0.000299,0.313,0.35,176.088,259180,2019,1
Escolheu a Pessoa Errada para Humilhar,Johnny Hooker,50,Escolheu a Pessoa Errada para Humilhar,Orgulho Tropical,latin,tropical,0.677,0.675,7,-5.732,1,0.123,0.691,4.17e-06,0.504,0.58,81.994,188930,2019,8
Onda,Mc Tha,45,Rito de Passá,Orgulho Tropical,latin,tropical,0.653,0.624,6,-7.907,0,0.0367,0.142,1.55e-05,0.0997,0.562,95.018,216000,2019,6
No Amasso,Riko Viana,16,No Amasso,Orgulho Tropical,latin,tropical,0.791,0.82,6,-8.239,0,0.148,0.0177,2.82e-05,0.0859,0.857,105.993,143915,2019,11
I Got Eyes (feat. TILI),John De Sohn,48,Made For You,Tropical House 🏝 2020 Hits,latin,tropical,0.712,0.818,4,-5.452,0,0.0435,0.0655,0.0,0.132,0.808,105.039,159693,2019,11
New Dream,Roman Müller,44,New Dream,Tropical House 🏝 2020 Hits,latin,tropical,0.762,0.785,7,-5.124,1,0.0343,0.0599,0.0,0.107,0.674,115.027,165391,2019,12
Coming Back,Closed Doors,47,Coming Back,Tropical House 🏝 2020 Hits,latin,tropical,0.587,0.743,4,-6.379,0,0.0366,0.0139,0.00017,0.333,0.256,100.085,226750,2019,11
Le Le Let Go,Lucas Estrada,62,Le Le Let Go,Tropical House 🏝 2020 Hits,latin,tropical,0.742,0.727,11,-6.232,0,0.0478,0.327,0.00435,0.382,0.689,119.986,160017,2019,12
Never Letting Go,Coopex,45,Never Letting Go,Tropical House 🏝 2020 Hits,latin,tropical,0.49,0.818,6,-6.653,0,0.219,0.108,0.000129,0.142,0.0987,128.065,183755,2019,12
Nothing Like You,Lucas Estrada,59,Nothing Like You,Tropical House 🏝 2020 Hits,latin,tropical,0.646,0.692,8,-6.051,1,0.0396,0.0868,0.000423,0.153,0.532,100.021,139250,2019,12
Understand This,ROËDS,48,Understand This,Tropical House 🏝 2020 Hits,latin,tropical,0.685,0.759,0,-7.426,1,0.0728,0.0706,0.0,0.153,0.65,104.924,187714,2019,12
Bored Games,Middle Class Richkids,42,Bored Games,Tropical House 🏝 2020 Hits,latin,tropical,0.84,0.588,11,-5.263,1,0.0625,0.109,4.52e-05,0.0658,0.694,94.931,199508,2019,11
Somewhere,Lucas Estrada,59,Somewhere,Tropical House 🏝 2020 Hits,latin,tropical,0.721,0.836,1,-5.247,0,0.0543,0.0641,0.0017,0.392,0.556,119.997,171979,2019,11
Get Along,Behmer,49,Get Along,Tropical House 🏝 2020 Hits,latin,tropical,0.658,0.724,2,-5.579,1,0.0493,0.147,0.0,0.0739,0.269,128.001,173447,2019,10
Your Everything (Camero Edit),Foxa,47,Your Everything (Camero Edit),Tropical House 🏝 2020 Hits,latin,tropical,0.727,0.588,6,-8.456,1,0.0288,0.321,0.0039,0.144,0.189,110.025,220428,2019,11
Waste the Time,henrikz,42,Waste the Time,Tropical House 🏝 2020 Hits,latin,tropical,0.754,0.649,1,-7.023,1,0.0468,0.247,3.3e-06,0.0414,0.133,107.018,165000,2019,12
Figured You Out,KVR,51,Figured You Out,Tropical House 🏝 2020 Hits,latin,tropical,0.765,0.714,0,-7.462,0,0.0485,0.0618,0.0,0.111,0.363,113.003,184511,2019,11
Close to Me,Alex Fosse,43,Close to Me,Tropical House 🏝 2020 Hits,latin,tropical,0.635,0.761,11,-6.971,1,0.113,0.0257,2.04e-06,0.103,0.337,99.917,167438,2019,11
'74 - '75 (feat. Susan Tyler) - Radio Edit,Paolo Pellegrino,51,'74 - '75 (feat. Susan Tyler),Tropical House 🏝 2020 Hits,latin,tropical,0.635,0.815,11,-4.303,0,0.0351,0.185,0.000125,0.322,0.522,99.979,197000,2019,2
Fool Myself (feat. Welms),Lü,47,Fool Myself (feat. Welms),Tropical House 🏝 2020 Hits,latin,tropical,0.54,0.49,7,-7.254,1,0.0413,0.214,0.0,0.0991,0.379,104.912,175996,2019,10
Too Loud,ROËDS,45,Too Loud,Tropical House 🏝 2020 Hits,latin,tropical,0.754,0.641,1,-8.002,0,0.0318,0.148,1.68e-05,0.207,0.355,114.974,182987,2019,10
By My Side,Julian Era,47,By My Side,Tropical House 🏝 2020 Hits,latin,tropical,0.766,0.693,11,-5.361,1,0.0465,0.32,0.0,0.267,0.53,117.937,149492,2019,8
Make Me Choose,Roman Müller,42,Make Me Choose,Tropical House 🏝 2020 Hits,latin,tropical,0.626,0.631,6,-6.655,0,0.0265,0.0387,3e-06,0.067,0.148,104.97,190014,2019,11
Blind,Ericé,43,Blind,Tropical House 🏝 2020 Hits,latin,tropical,0.734,0.682,11,-5.683,1,0.0417,0.399,8.08e-05,0.368,0.225,109.995,178909,2019,10
We Got It All (feat. MPH),Sick Individuals,43,We Got It All (feat. MPH),Tropical House 🏝 2020 Hits,latin,tropical,0.712,0.744,4,-5.496,1,0.0447,0.017,1.25e-05,0.532,0.615,107.968,166267,2019,5
Globetrotter,Ludvigsson,50,Globetrotter,Tropical House 🏝 2020 Hits,latin,tropical,0.715,0.802,6,-5.002,1,0.0298,0.0816,0.0,0.108,0.379,113.986,166299,2019,7
With You,Foxa,42,With You,Tropical House 🏝 2020 Hits,latin,tropical,0.673,0.856,0,-6.219,1,0.255,0.0409,0.0,0.458,0.453,123.076,181707,2019,10
Wicked Game,EC Twins,46,Wicked Game,Tropical House 🏝 2020 Hits,latin,tropical,0.66,0.833,9,-6.567,1,0.0308,0.00255,0.00574,0.21,0.296,117.951,191186,2019,9
Love Does Make Sense,Romano,41,Love Does Make Sense,Tropical House 🏝 2020 Hits,latin,tropical,0.824,0.563,11,-7.077,0,0.038,0.326,0.000632,0.247,0.586,121.996,179508,2019,9
Miss You Everyday,Trackhead,57,Miss You Everyday,Tropical House 🏝 2020 Hits,latin,tropical,0.794,0.63,1,-4.423,0,0.0324,0.0342,2.38e-05,0.234,0.441,124.023,160373,2019,10
Radio Love,Lucas Estrada,53,Radio Love,Tropical House 🏝 2020 Hits,latin,tropical,0.74,0.756,9,-6.387,0,0.035,0.0248,0.000252,0.0664,0.46,120.021,169918,2019,9
So Sick,EC Twins,50,So Sick,Tropical House 🏝 2020 Hits,latin,tropical,0.647,0.75,8,-5.577,1,0.0515,0.296,0.0,0.137,0.425,99.972,180000,2019,8
#Summerlovin,ARMAN,41,#Summerlovin,Tropical House 🏝 2020 Hits,latin,tropical,0.819,0.62,9,-4.711,1,0.0332,0.414,0.000273,0.283,0.695,110.005,204562,2019,6
Paradise,The Sunnefield,44,Paradise,Tropical House 🏝 2020 Hits,latin,tropical,0.724,0.741,7,-5.15,1,0.031,0.0228,0.00025,0.0926,0.712,120.038,191625,2019,10
Vertigo - Radio Edit,Gil Glaze,49,Vertigo (Radio Edit),Tropical House 🏝 2020 Hits,latin,tropical,0.687,0.767,6,-3.823,1,0.0349,0.47,0.0,0.188,0.325,109.975,220364,2019,10
One by One - Alle Farben Remix,Broken Back,54,One by One (Alle Farben Remix),Tropical House 🏝 2020 Hits,latin,tropical,0.84,0.848,2,-5.413,0,0.0347,0.184,1.6e-05,0.0681,0.897,102.007,158867,2019,8
Lookin' At You,RudeLies,42,Lookin' At You,Tropical House 🏝 2020 Hits,latin,tropical,0.468,0.701,7,-4.359,1,0.0489,0.0706,0.000394,0.112,0.801,125.005,158400,2019,9
Look Away - Steve Void Remix,Stephen Puth,47,Look Away (Steve Void Remix),Tropical House 🏝 2020 Hits,latin,tropical,0.71,0.743,1,-4.568,1,0.0424,0.0395,6.3e-05,0.109,0.468,122.043,159344,2019,8
Don't Know How,Caj Morgan,40,Don't Know How,Tropical House 🏝 2020 Hits,latin,tropical,0.622,0.838,1,-6.363,1,0.0313,0.00807,0.0,0.167,0.164,123.083,195122,2019,8
New Lover,Foxa,42,New Lover,Tropical House 🏝 2020 Hits,latin,tropical,0.68,0.828,6,-6.577,0,0.0343,0.027,0.00882,0.221,0.452,119.982,184000,2019,7
Netflix & Chill,The Twinz,39,Netflix & Chill,Tropical House 🏝 2020 Hits,latin,tropical,0.794,0.723,3,-4.479,1,0.071,0.182,0.0,0.0853,0.272,114.988,159947,2019,6
Compass,ARMAN,41,Compass,Tropical House 🏝 2020 Hits,latin,tropical,0.641,0.635,8,-7.294,0,0.0334,0.196,0.0,0.398,0.608,100.016,191750,2019,9
Addicted,Alex Parker,48,Addicted,Tropical House 🏝 2020 Hits,latin,tropical,0.773,0.683,1,-5.069,0,0.0693,0.368,1.24e-06,0.0852,0.722,124.021,182177,2019,8
By Your Side,Lucas Estrada,38,By Your Side,Tropical House 🏝 2020 Hits,latin,tropical,0.654,0.803,10,-5.137,1,0.0544,0.254,0.000993,0.579,0.517,119.991,163886,2019,5
Ain't Nothing Like It,KLYMVX,47,Ain't Nothing Like It,Tropical House 🏝 2020 Hits,latin,tropical,0.657,0.873,0,-4.923,0,0.036,0.00942,4.95e-05,0.545,0.44,105.043,166373,2019,3
Jolene,DROP,48,Jolene,Tropical House 🏝 2020 Hits,latin,tropical,0.631,0.576,1,-8.481,0,0.0383,0.341,1.49e-05,0.212,0.334,110.016,178455,2019,6
Bonnie & Clyde,Jake Cooper,50,Bonnie & Clyde,Tropical House 🏝 2020 Hits,latin,tropical,0.73,0.648,5,-5.867,1,0.111,0.487,3.1e-05,0.0843,0.493,100.156,180296,2019,7
Our Show,Ericé,39,Our Show,Tropical House 🏝 2020 Hits,latin,tropical,0.731,0.516,6,-7.324,0,0.0385,0.0431,1.77e-06,0.519,0.724,120.015,159500,2019,8
Hola Señorita - Robin Schulz Remix,Maître Gims,61,Hola Señorita (Robin Schulz Remix),Tropical House 🏝 2020 Hits,latin,tropical,0.731,0.828,5,-3.652,0,0.0914,0.0153,0.0,0.406,0.704,101.071,175293,2019,7
